date,product,region,revenue,leads,conversions
2025-08-27,Product B,West,13037,229,75
2025-08-27,Product B,Central,9376,234,74
2025-08-27,Product C,North,17613,160,31
2025-08-27,Product C,South,7095,252,62
2025-08-27,Product C,East,14716,343,86
2025-08-27,Product C,West,8300,485,98
2025-08-27,Product C,Central,8731,170,31
2025-08-27,Product D,North,13353,191,33
2025-08-27,Product D,South,5821,427,78
2025-08-27,Product D,East,10035,129,20
2025-08-27,Product D,West,6776,485,99
2025-08-27,Product D,Central,4621,188,27
2025-08-27,Product E,North,4698,499,50
2025-08-27,Product E,South,6868,192,21
2025-08-27,Product E,East,6239,155,16
2025-08-27,Product E,West,6945,176,21
2025-08-27,Product E,Central,2791,396,48
2025-08-29,Product A,North,17673,163,58
2025-08-29,Product A,South,11555,373,151
2025-08-29,Product A,East,20011,370,118
2025-08-29,Product A,West,15280,206,77
2025-08-29,Product A,Central,13829,422,129
2025-08-29,Product B,North,21811,258,73
2025-08-29,Product B,South,10051,255,79
2025-08-29,Product B,East,9123,111,25
2025-08-29,Product B,West,15131,433,98
2025-08-29,Product B,Central,13546,483,152
2025-08-29,Product C,North,10094,386,84
2025-08-29,Product C,South,8748,198,39
2025-08-29,Product C,East,14172,314,58
2025-08-29,Product C,West,8262,175,32
2025-08-29,Product C,Central,8811,167,41
2025-08-29,Product D,North,11299,428,75
2025-08-29,Product D,South,5506,440,78
2025-08-29,Product D,East,9191,483,72
2025-08-29,Product D,West,10657,495,81
2025-08-29,Product D,Central,5794,319,59
2025-08-29,Product E,North,5118,177,17
2025-08-29,Product E,South,7459,204,19
2025-08-29,Product E,East,6109,445,59
2025-08-29,Product E,West,5225,229,25
2025-08-29,Product E,Central,3740,267,32
2025-09-05,Product A,North,29120,269,76
2025-09-05,Product A,South,27427,375,129
2025-09-05,Product A,East,23925,413,161
2025-09-05,Product A,West,21417,247,103
2025-09-05,Product A,Central,12361,160,63
2025-09-05,Product B,North,13100,129,33
2025-09-05,Product B,South,8860,333,104
2025-09-05,Product B,East,14559,468,105
2025-09-05,Product B,West,11450,359,81
2025-09-05,Product B,Central,11725,478,130
2025-09-05,Product C,North,8426,267,59
2025-09-05,Product C,South,16068,274,59
2025-09-05,Product C,East,6470,261,49
2025-09-05,Product C,West,7723,312,57
2025-09-05,Product C,Central,5908,406,85
2025-09-05,Product D,North,8660,400,74
2025-09-05,Product D,South,12765,269,52
2025-09-05,Product D,East,5253,412,64
2025-09-05,Product D,West,6455,326,58
2025-09-05,Product D,Central,8503,448,87
2025-09-05,Product E,North,8954,121,15
2025-09-05,Product E,South,4688,354,41
2025-09-05,Product E,East,3408,138,16
2025-09-05,Product E,West,6660,138,15
2025-09-05,Product E,Central,2711,401,42
2025-09-12,Product A,North,15193,245,80
2025-09-12,Product A,South,25341,411,136
2025-09-12,Product A,East,15133,210,84
2025-09-12,Product A,West,20192,205,80
2025-09-12,Product A,Central,11619,144,49
2025-09-12,Product B,North,19435,167,47
2025-09-12,Product B,South,15365,271,62
2025-09-12,Product B,East,9817,237,58
2025-09-12,Product B,West,12647,379,109
2025-09-12,Product B,Central,11164,402,103
2025-09-12,Product C,North,8162,217,41
2025-09-12,Product C,South,15066,117,30
2025-09-12,Product C,East,12247,385,77
2025-09-12,Product C,West,9795,329,73
2025-09-12,Product C,Central,8945,214,44
2025-09-12,Product D,North,15048,236,36
2025-09-12,Product D,South,12488,485,100
2025-09-12,Product D,East,6782,455,85
2025-09-12,Product D,West,6898,273,55
2025-09-12,Product D,Central,7466,484,95
2025-09-12,Product E,North,8771,115,12
2025-09-12,Product E,South,5414,276,34
2025-09-12,Product E,East,3412,497,53
2025-09-12,Product E,West,5749,129,13
2025-09-12,Product E,Central,6182,417,46
2025-09-14,Product A,North,19865,124,35
2025-09-14,Product A,South,22679,190,59
2025-09-14,Product A,East,11515,107,39
2025-09-14,Product A,West,19283,498,146
2025-09-14,Product A,Central,14412,368,142
2025-09-14,Product B,North,19802,272,87
2025-09-14,Product B,South,20548,248,74
2025-09-14,Product B,East,9946,456,141
2025-09-14,Product B,West,17706,311,87
2025-09-14,Product B,Central,12564,314,80
2025-09-14,Product C,North,10624,127,22
2025-09-14,Product C,South,11229,101,21
2025-09-14,Product C,East,9213,261,66
2025-09-14,Product C,West,6492,422,97
2025-09-14,Product C,Central,9672,263,57
2025-09-14,Product D,North,9960,106,20
2025-09-14,Product D,South,8718,483,79
2025-09-14,Product D,East,7083,223,42
2025-09-14,Product D,West,5943,423,91
2025-09-14,Product D,Central,7051,488,94
2025-09-14,Product E,North,10201,230,32
2025-09-14,Product E,South,8460,168,18
2025-09-14,Product E,East,4934,253,24
2025-09-14,Product E,West,4381,122,13
2025-09-14,Product E,Central,3135,410,52
2025-09-21,Product A,North,25552,462,186
2025-09-21,Product A,South,23497,192,71
2025-09-21,Product A,East,11252,381,147
2025-09-21,Product A,West,14884,137,43
2025-09-21,Product A,Central,16143,179,65
2025-09-21,Product B,North,25810,450,116
2025-09-21,Product B,South,11297,416,128
2025-09-21,Product B,East,13997,408,96
2025-09-21,Product B,West,8348,304,88
2025-09-21,Product B,Central,10586,311,82
2025-09-21,Product C,North,11524,170,36
2025-09-21,Product C,South,11773,294,61
2025-09-21,Product C,East,6619,327,61
2025-09-21,Product C,West,12981,233,60
2025-09-21,Product C,Central,11775,438,79
2025-09-21,Product D,North,6909,111,17
2025-09-21,Product D,South,13084,373,75
2025-09-21,Product D,East,7013,348,60
2025-09-21,Product D,West,5487,252,54
2025-09-21,Product D,Central,5576,132,27
2025-09-21,Product E,North,6367,188,26
2025-09-21,Product E,South,7307,409,50
2025-09-21,Product E,East,4013,492,52
2025-09-21,Product E,West,5075,109,11
2025-09-21,Product E,Central,5216,183,22
2025-09-24,Product A,North,20092,274,106
2025-09-24,Product A,South,12446,245,69
2025-09-24,Product A,East,24667,343,121
2025-09-24,Product A,West,12351,391,142
2025-09-24,Product A,Central,13548,390,124
2025-09-24,Product B,North,23747,386,107
2025-09-24,Product B,South,18983,216,55
2025-09-24,Product B,East,15401,421,140
2025-09-24,Product B,West,7850,136,45
2025-09-24,Product B,Central,6502,496,160
2025-09-24,Product C,North,9088,101,22
2025-09-24,Product C,South,7550,141,36
2025-09-24,Product C,East,9591,451,80
2025-09-24,Product C,West,6587,372,75
2025-09-24,Product C,Central,6106,131,30
2025-09-24,Product D,North,12187,168,28
2025-09-24,Product D,South,6395,245,39
2025-09-24,Product D,East,8460,142,30
2025-09-24,Product D,West,10757,307,51
2025-09-24,Product D,Central,5239,242,41
2025-09-24,Product E,North,6138,246,27
2025-09-24,Product E,South,8520,109,13
2025-09-24,Product E,East,4644,398,50
2025-09-24,Product E,West,6651,108,10
2025-09-24,Product E,Central,6386,417,46
2025-09-25,Product A,North,31122,313,87
2025-09-25,Product A,South,11393,352,135
2025-09-25,Product A,East,22996,418,157
2025-09-25,Product A,West,16247,269,94
2025-09-25,Product A,Central,19239,153,48
2025-09-25,Product B,North,16690,270,75
2025-09-25,Product B,South,12057,453,137
2025-09-25,Product B,East,15656,425,98
2025-09-25,Product B,West,12711,291,66
2025-09-25,Product B,Central,8530,370,90
2025-09-25,Product C,North,8569,428,92
2025-09-25,Product C,South,11388,298,64
2025-09-25,Product C,East,8995,119,27
2025-09-25,Product C,West,9092,197,51
2025-09-25,Product C,Central,7199,192,46
2025-09-25,Product D,North,10873,440,87
2025-09-25,Product D,South,6196,156,27
2025-09-25,Product D,East,6917,499,91
2025-09-25,Product D,West,8572,459,83
2025-09-25,Product D,Central,5654,280,60
2025-09-25,Product E,North,5122,427,46
2025-09-25,Product E,South,4329,364,47
2025-09-25,Product E,East,3937,165,19
2025-09-25,Product E,West,4878,457,56
2025-09-25,Product E,Central,5625,207,22
2025-09-26,Product A,North,26754,327,130
2025-09-26,Product A,South,22149,153,59
2025-09-26,Product A,East,13474,140,57
2025-09-26,Product A,West,14129,478,172
2025-09-26,Product A,Central,15108,391,164
2025-09-26,Product B,North,12741,319,87
2025-09-26,Product B,South,9975,375,105
2025-09-26,Product B,East,15846,334,98
2025-09-26,Product B,West,17178,186,51
2025-09-26,Product B,Central,14692,126,42
2025-09-26,Product C,North,8240,145,25
2025-09-26,Product C,South,10291,120,26
2025-09-26,Product C,East,7453,461,118
2025-09-26,Product C,West,5615,360,84
2025-09-26,Product C,Central,5676,295,53
2025-09-26,Product D,North,10319,332,57
2025-09-26,Product D,South,6114,191,37
2025-09-26,Product D,East,10370,117,22
2025-09-26,Product D,West,6218,261,45
2025-09-26,Product D,Central,6036,346,67
2025-09-26,Product E,North,9266,323,34
2025-09-26,Product E,South,4765,148,20
2025-09-26,Product E,East,3185,174,21
2025-09-26,Product E,West,5408,321,34
2025-09-26,Product E,Central,4690,215,22
2025-09-28,Product A,North,18943,392,132
2025-09-28,Product A,South,25663,495,183
2025-09-28,Product A,East,12709,133,44
2025-09-28,Product A,West,9265,188,56
2025-09-28,Product A,Central,16058,209,60
2025-09-28,Product B,North,24967,330,96
2025-09-28,Product B,South,16908,243,72
2025-09-28,Product B,East,13809,226,52
2025-09-28,Product B,West,14332,319,73
2025-09-28,Product B,Central,8632,282,89
2025-09-28,Product C,North,12452,228,51
2025-09-28,Product C,South,11253,282,61
2025-09-28,Product C,East,14782,332,78
2025-09-28,Product C,West,9441,414,91
2025-09-28,Product C,Central,10967,438,84
2025-09-28,Product D,North,8258,101,17
2025-09-28,Product D,South,7042,273,44
2025-09-28,Product D,East,5816,108,22
2025-09-28,Product D,West,5154,481,90
2025-09-28,Product D,Central,7031,465,85
2025-09-28,Product E,North,7425,305,38
2025-09-28,Product E,South,5651,486,65
2025-09-28,Product E,East,3578,179,17
2025-09-28,Product E,West,3295,442,59
2025-09-28,Product E,Central,3389,494,57
2025-10-05,Product A,North,16291,266,106
2025-10-05,Product A,South,14534,248,99
2025-10-05,Product A,East,18349,327,95
2025-10-05,Product A,West,14762,230,76
2025-10-05,Product A,Central,11082,200,71
2025-10-05,Product B,North,25142,362,110
2025-10-05,Product B,South,20816,483,115
2025-10-05,Product B,East,10769,451,148
2025-10-05,Product B,West,16785,230,73
2025-10-05,Product B,Central,6931,100,24
2025-10-05,Product C,North,16386,219,53
2025-10-05,Product C,South,7946,306,70
2025-10-05,Product C,East,13265,425,94
2025-10-05,Product C,West,12120,363,88
2025-10-05,Product C,Central,6260,147,34
2025-10-05,Product D,North,11737,321,65
2025-10-05,Product D,South,10457,364,76
2025-10-05,Product D,East,11526,314,54
2025-10-05,Product D,West,6001,133,21
2025-10-05,Product D,Central,7624,103,16
2025-10-05,Product E,North,4303,326,44
2025-10-05,Product E,South,7620,125,13
2025-10-05,Product E,East,7042,368,41
2025-10-05,Product E,West,4223,469,51
2025-10-05,Product E,Central,4675,470,47
2025-10-08,Product A,North,24040,448,137
2025-10-08,Product A,South,25969,367,149
2025-10-08,Product A,East,12359,168,58
2025-10-08,Product A,West,14064,192,63
2025-10-08,Product A,Central,12761,350,125
2025-10-08,Product B,North,11615,203,46
2025-10-08,Product B,South,18849,166,47
2025-10-08,Product B,East,17691,309,77
2025-10-08,Product B,West,14085,393,94
2025-10-08,Product B,Central,8800,320,91
2025-10-08,Product C,North,14753,129,25
2025-10-08,Product C,South,13074,116,26
2025-10-08,Product C,East,11229,279,67
2025-10-08,Product C,West,10323,387,100
2025-10-08,Product C,Central,6984,361,93
2025-10-08,Product D,North,8321,338,53
2025-10-08,Product D,South,5724,478,83
2025-10-08,Product D,East,9844,267,51
2025-10-08,Product D,West,9027,231,49
2025-10-08,Product D,Central,9104,398,79
2025-10-08,Product E,North,6172,298,29
2025-10-08,Product E,South,5452,246,24
2025-10-08,Product E,East,5765,380,47
2025-10-08,Product E,West,4932,325,38
2025-10-08,Product E,Central,5280,266,30
2025-10-11,Product A,North,30565,361,103
2025-10-11,Product A,South,20945,444,172
2025-10-11,Product A,East,11559,345,106
2025-10-11,Product A,West,9441,199,81
2025-10-11,Product A,Central,12928,147,51
2025-10-11,Product B,North,11770,276,87
2025-10-11,Product B,South,20446,211,63
2025-10-11,Product B,East,13279,127,35
2025-10-11,Product B,West,13939,378,90
2025-10-11,Product B,Central,13668,235,56
2025-10-11,Product C,North,15223,281,71
2025-10-11,Product C,South,11830,480,88
2025-10-11,Product C,East,10684,398,78
2025-10-11,Product C,West,12308,498,112
2025-10-11,Product C,Central,11356,457,97
2025-10-11,Product D,North,12615,254,54
2025-10-11,Product D,South,12481,393,69
2025-10-11,Product D,East,10166,372,60
2025-10-11,Product D,West,10471,335,67
2025-10-11,Product D,Central,6640,456,78
2025-10-11,Product E,North,6497,420,53
2025-10-11,Product E,South,6744,473,57
2025-10-11,Product E,East,7884,486,47
2025-10-11,Product E,West,4455,347,45
2025-10-11,Product E,Central,5352,227,24
2025-10-12,Product A,North,14332,207,80
2025-10-12,Product A,South,20451,218,75
2025-10-12,Product A,East,21015,251,101
2025-10-12,Product A,West,14453,193,62
2025-10-12,Product A,Central,15833,306,102
2025-10-12,Product B,North,25097,354,106
2025-10-12,Product B,South,12872,298,80
2025-10-12,Product B,East,13922,247,64
2025-10-12,Product B,West,11442,330,102
2025-10-12,Product B,Central,8655,466,148
2025-10-12,Product C,North,19364,173,45
2025-10-12,Product C,South,12742,413,73
2025-10-12,Product C,East,9990,486,92
2025-10-12,Product C,West,13166,346,86
2025-10-12,Product C,Central,6246,374,81
2025-10-12,Product D,North,6607,329,48
2025-10-12,Product D,South,7777,160,27
2025-10-12,Product D,East,7353,198,34
2025-10-12,Product D,West,9423,110,19
2025-10-12,Product D,Central,4922,322,52
2025-10-12,Product E,North,6194,233,30
2025-10-12,Product E,South,7583,242,33
2025-10-12,Product E,East,5158,214,21
2025-10-12,Product E,West,7074,198,22
2025-10-12,Product E,Central,4732,300,42
2025-10-13,Product A,North,26721,239,96
2025-10-13,Product A,South,23029,174,60
2025-10-13,Product A,East,10520,173,53
2025-10-13,Product A,West,15897,495,192
2025-10-13,Product A,Central,16506,490,138
2025-10-13,Product B,North,21859,490,122
2025-10-13,Product B,South,20633,296,88
2025-10-13,Product B,East,13123,486,135
2025-10-13,Product B,West,9693,323,93
2025-10-13,Product B,Central,11125,456,130
2025-10-13,Product C,North,9324,375,71
2025-10-13,Product C,South,11664,113,24
2025-10-13,Product C,East,14188,406,87
2025-10-13,Product C,West,5802,152,36
2025-10-13,Product C,Central,11578,175,35
2025-10-13,Product D,North,7001,454,90
2025-10-13,Product D,South,6142,403,78
2025-10-13,Product D,East,10792,144,28
2025-10-13,Product D,West,8578,353,67
2025-10-13,Product D,Central,4455,150,22
2025-10-13,Product E,North,5747,301,33
2025-10-13,Product E,South,3824,120,15
2025-10-13,Product E,East,5449,265,33
2025-10-13,Product E,West,4366,274,32
2025-10-13,Product E,Central,3240,214,22
2025-10-16,Product A,North,20358,265,76
2025-10-16,Product A,South,25089,207,76
2025-10-16,Product A,East,20533,265,85
2025-10-16,Product A,West,19759,212,71
2025-10-16,Product A,Central,15659,475,141
2025-10-16,Product B,North,20468,336,89
2025-10-16,Product B,South,19778,485,114
2025-10-16,Product B,East,16478,316,93
2025-10-16,Product B,West,14742,178,40
2025-10-16,Product B,Central,9591,135,42
2025-10-16,Product C,North,10361,337,64
2025-10-16,Product C,South,8870,497,111
2025-10-16,Product C,East,6901,135,35
2025-10-16,Product C,West,12278,282,67
2025-10-16,Product C,Central,4982,105,26
2025-10-16,Product D,North,12948,412,61
2025-10-16,Product D,South,11805,384,64
2025-10-16,Product D,East,9630,131,23
2025-10-16,Product D,West,8566,183,31
2025-10-16,Product D,Central,8357,272,48
2025-10-16,Product E,North,4132,492,55
2025-10-16,Product E,South,5405,320,31
2025-10-16,Product E,East,3391,472,47
2025-10-16,Product E,West,6718,123,14
2025-10-16,Product E,Central,4484,105,10
2025-10-18,Product A,North,21515,192,68
2025-10-18,Product A,South,24805,150,57
2025-10-18,Product A,East,23456,362,148
2025-10-18,Product A,West,20378,154,64
2025-10-18,Product A,Central,10428,337,94
2025-10-18,Product B,North,19594,422,115
2025-10-18,Product B,South,20621,179,44
2025-10-18,Product B,East,16682,342,103
2025-10-18,Product B,West,9377,285,89
2025-10-18,Product B,Central,10138,118,31
2025-10-18,Product C,North,9805,482,98
2025-10-18,Product C,South,13679,305,62
2025-10-18,Product C,East,10945,222,39
2025-10-18,Product C,West,9484,356,76
2025-10-18,Product C,Central,5606,148,32
2025-10-18,Product D,North,10127,341,51
2025-10-18,Product D,South,12405,361,64
2025-10-18,Product D,East,8938,142,20
2025-10-18,Product D,West,10408,129,25
2025-10-18,Product D,Central,6946,448,73
2025-10-18,Product E,North,6801,281,27
2025-10-18,Product E,South,5937,413,48
2025-10-18,Product E,East,5947,374,52
2025-10-18,Product E,West,6369,476,64
2025-10-18,Product E,Central,4744,361,43
2025-10-19,Product A,North,28523,318,125
2025-10-19,Product A,South,12018,118,37
2025-10-19,Product A,East,10893,277,95
2025-10-19,Product A,West,18755,300,96
2025-10-19,Product A,Central,13023,455,187
2025-10-19,Product B,North,24134,100,28
2025-10-19,Product B,South,16231,339,105
2025-10-19,Product B,East,16163,341,92
2025-10-19,Product B,West,15597,426,105
2025-10-19,Product B,Central,14776,179,55
2025-10-19,Product C,North,9889,335,65
2025-10-19,Product C,South,11278,449,105
2025-10-19,Product C,East,8505,219,42
2025-10-19,Product C,West,6411,209,48
2025-10-19,Product C,Central,6092,318,63
2025-10-19,Product D,North,10901,408,82
2025-10-19,Product D,South,10032,170,32
2025-10-19,Product D,East,5131,462,82
2025-10-19,Product D,West,8147,227,35
2025-10-19,Product D,Central,4802,440,77
2025-10-19,Product E,North,8110,277,38
2025-10-19,Product E,South,4867,168,22
2025-10-19,Product E,East,4442,142,14
2025-10-19,Product E,West,6205,214,26
2025-10-19,Product E,Central,3724,281,35
2025-10-26,Product A,North,20853,176,65
2025-10-26,Product A,South,22216,362,106
2025-10-26,Product A,East,24137,215,65
2025-10-26,Product A,West,9289,413,142
2025-10-26,Product A,Central,9961,235,78
2025-10-26,Product B,North,18249,443,139
2025-10-26,Product B,South,16479,345,110
2025-10-26,Product B,East,18252,386,110
2025-10-26,Product B,West,11546,376,88
2025-10-26,Product B,Central,13233,319,92
2025-10-26,Product C,North,9240,284,52
2025-10-26,Product C,South,11225,442,111
2025-10-26,Product C,East,6972,366,77
2025-10-26,Product C,West,12056,220,50
2025-10-26,Product C,Central,5016,115,29
2025-10-26,Product D,North,12110,285,60
2025-10-26,Product D,South,10406,276,56
2025-10-26,Product D,East,10561,211,37
2025-10-26,Product D,West,4769,264,41
2025-10-26,Product D,Central,6096,339,72
2025-10-26,Product E,North,8478,112,11
2025-10-26,Product E,South,5790,356,45
2025-10-26,Product E,East,4884,297,41
2025-10-26,Product E,West,5045,160,22
2025-10-26,Product E,Central,3876,114,13
2025-11-02,Product A,North,27446,209,66
2025-11-02,Product A,South,21954,227,70
2025-11-02,Product A,East,13911,339,119
2025-11-02,Product A,West,17173,252,101
2025-11-02,Product A,Central,9431,291,112
2025-11-02,Product B,North,22661,383,117
2025-11-02,Product B,South,14747,200,45
2025-11-02,Product B,East,15394,167,39
2025-11-02,Product B,West,8783,479,155
2025-11-02,Product B,Central,11256,141,36
2025-11-02,Product C,North,11156,243,51
2025-11-02,Product C,South,14416,174,35
2025-11-02,Product C,East,6762,335,61
2025-11-02,Product C,West,7931,233,51
2025-11-02,Product C,Central,7215,402,83
2025-11-02,Product D,North,13980,382,68
2025-11-02,Product D,South,9251,394,64
2025-11-02,Product D,East,6066,289,61
2025-11-02,Product D,West,9279,263,50
2025-11-02,Product D,Central,5925,437,93
2025-11-02,Product E,North,8829,337,32
2025-11-02,Product E,South,7915,141,14
2025-11-02,Product E,East,4729,109,14
2025-11-02,Product E,West,3052,434,60
2025-11-02,Product E,Central,5561,432,54
2025-11-09,Product A,North,17820,288,111
2025-11-09,Product A,South,21117,192,69
2025-11-09,Product A,East,22186,179,74
2025-11-09,Product A,West,9583,102,42
2025-11-09,Product A,Central,12840,484,178
2025-11-09,Product B,North,24562,274,84
2025-11-09,Product B,South,8877,391,93
2025-11-09,Product B,East,12835,316,93
2025-11-09,Product B,West,17695,210,68
2025-11-09,Product B,Central,13908,299,69
2025-11-09,Product C,North,16077,486,114
2025-11-09,Product C,South,11830,205,49
2025-11-09,Product C,East,8174,494,112
2025-11-09,Product C,West,7699,473,92
2025-11-09,Product C,Central,11857,357,90
2025-11-09,Product D,North,12438,422,86
2025-11-09,Product D,South,10748,441,94
2025-11-09,Product D,East,10287,309,46
2025-11-09,Product D,West,6277,242,46
2025-11-09,Product D,Central,8536,384,71
2025-11-09,Product E,North,4491,146,19
2025-11-09,Product E,South,7394,132,18
2025-11-09,Product E,East,5877,424,53
2025-11-09,Product E,West,4722,280,28
2025-11-09,Product E,Central,3125,470,61
2025-11-10,Product A,North,19909,382,130
2025-11-10,Product A,South,16000,238,68
2025-11-10,Product A,East,22140,395,139
2025-11-10,Product A,West,10959,182,54
2025-11-10,Product A,Central,13194,165,47
2025-11-10,Product B,North,15020,210,60
2025-11-10,Product B,South,18356,184,58
2025-11-10,Product B,East,14298,247,73
2025-11-10,Product B,West,16257,245,58
2025-11-10,Product B,Central,13204,339,96
2025-11-10,Product C,North,12457,311,77
2025-11-10,Product C,South,9407,458,88
2025-11-10,Product C,East,10018,282,69
2025-11-10,Product C,West,6583,406,98
2025-11-10,Product C,Central,9990,442,113
2025-11-10,Product D,North,13942,337,64
2025-11-10,Product D,South,10012,291,61
2025-11-10,Product D,East,8838,183,29
2025-11-10,Product D,West,6236,494,94
2025-11-10,Product D,Central,4105,376,60
2025-11-10,Product E,North,7750,288,37
2025-11-10,Product E,South,8246,487,46
2025-11-10,Product E,East,4135,427,54
2025-11-10,Product E,West,3487,321,35
2025-11-10,Product E,Central,4412,451,52
2025-11-12,Product A,North,13819,389,153
2025-11-12,Product A,South,15601,198,69
2025-11-12,Product A,East,22776,413,118
2025-11-12,Product A,West,18831,361,121
2025-11-12,Product A,Central,17134,480,152
2025-11-12,Product B,North,21001,249,80
2025-11-12,Product B,South,9841,376,88
2025-11-12,Product B,East,8149,373,122
2025-11-12,Product B,West,8226,189,51
2025-11-12,Product B,Central,10754,315,81
2025-11-12,Product C,North,18332,170,44
2025-11-12,Product C,South,9414,271,64
2025-11-12,Product C,East,12501,155,34
2025-11-12,Product C,West,8320,419,96
2025-11-12,Product C,Central,9908,429,85
2025-11-12,Product D,North,14727,471,82
2025-11-12,Product D,South,12920,228,48
2025-11-12,Product D,East,6792,124,18
2025-11-12,Product D,West,5027,400,74
2025-11-12,Product D,Central,4143,272,45
2025-11-12,Product E,North,6570,376,38
2025-11-12,Product E,South,7343,454,59
2025-11-12,Product E,East,4242,472,47
2025-11-12,Product E,West,6313,352,49
2025-11-12,Product E,Central,4072,371,52
2025-11-15,Product A,North,28013,181,69
2025-11-15,Product A,South,16447,219,82
2025-11-15,Product A,East,23034,336,103
2025-11-15,Product A,West,16578,164,63
2025-11-15,Product A,Central,19636,383,130
2025-11-15,Product B,North,24315,267,59
2025-11-15,Product B,South,12713,185,42
2025-11-15,Product B,East,12104,455,110
2025-11-15,Product B,West,16655,404,108
2025-11-15,Product B,Central,11225,162,54
2025-11-15,Product C,North,16711,399,74
2025-11-15,Product C,South,12386,485,96
2025-11-15,Product C,East,6389,199,46
2025-11-15,Product C,West,9163,236,54
2025-11-15,Product C,Central,11081,307,62
2025-11-15,Product D,North,11982,169,29
2025-11-15,Product D,South,8801,353,72
2025-11-15,Product D,East,8539,198,28
2025-11-15,Product D,West,5255,130,22
2025-11-15,Product D,Central,5709,181,37
2025-11-15,Product E,North,6744,397,51
2025-11-15,Product E,South,3348,319,31
2025-11-15,Product E,East,5638,416,40
2025-11-15,Product E,West,4453,138,14
2025-11-15,Product E,Central,3405,461,49
2025-11-16,Product A,North,18712,170,68
2025-11-16,Product A,South,19451,209,70
2025-11-16,Product A,East,20321,123,42
2025-11-16,Product A,West,21221,485,163
2025-11-16,Product A,Central,17677,482,171
2025-11-16,Product B,North,17845,363,100
2025-11-16,Product B,South,18442,477,122
2025-11-16,Product B,East,18284,328,100
2025-11-16,Product B,West,16723,374,100
2025-11-16,Product B,Central,11408,371,115
2025-11-16,Product C,North,11716,498,90
2025-11-16,Product C,South,15638,239,47
2025-11-16,Product C,East,6321,426,76
2025-11-16,Product C,West,5715,288,72
2025-11-16,Product C,Central,11876,164,32
2025-11-16,Product D,North,6689,320,64
2025-11-16,Product D,South,10486,354,62
2025-11-16,Product D,East,11515,360,52
2025-11-16,Product D,West,7814,437,77
2025-11-16,Product D,Central,5824,210,32
2025-11-16,Product E,North,9035,306,38
2025-11-16,Product E,South,7693,137,16
2025-11-16,Product E,East,6469,212,25
2025-11-16,Product E,West,4278,201,26
2025-11-16,Product E,Central,6102,321,31
2025-11-18,Product A,North,31021,276,91
2025-11-18,Product A,South,19731,349,115
2025-11-18,Product A,East,14613,178,52
2025-11-18,Product A,West,11235,391,130
2025-11-18,Product A,Central,15777,126,50
2025-11-18,Product B,North,25273,282,64
2025-11-18,Product B,South,12399,353,84
2025-11-18,Product B,East,10705,364,86
2025-11-18,Product B,West,11304,154,51
2025-11-18,Product B,Central,12798,199,45
2025-11-18,Product C,North,13486,300,72
2025-11-18,Product C,South,11286,305,75
2025-11-18,Product C,East,8582,128,25
2025-11-18,Product C,West,5646,265,54
2025-11-18,Product C,Central,8888,374,93
2025-11-18,Product D,North,6862,467,87
2025-11-18,Product D,South,8646,443,79
2025-11-18,Product D,East,6754,467,97
2025-11-18,Product D,West,7490,156,32
2025-11-18,Product D,Central,5034,411,81
2025-11-18,Product E,North,6929,193,27
2025-11-18,Product E,South,4880,415,50
2025-11-18,Product E,East,3149,123,14
2025-11-18,Product E,West,5660,352,34
2025-11-18,Product E,Central,2939,234,29
2025-11-25,Product A,North,31951,177,69
2025-11-25,Product A,South,21820,481,191
2025-11-25,Product A,East,10947,337,95
2025-11-25,Product A,West,16371,267,98
2025-11-25,Product A,Central,14513,218,69
2025-11-25,Product B,North,17713,485,142
2025-11-25,Product B,South,9230,418,137
2025-11-25,Product B,East,12843,451,113
2025-11-25,Product B,West,14659,247,59
2025-11-25,Product B,Central,6680,294,67
2025-11-25,Product C,North,13885,112,29
2025-11-25,Product C,South,12299,424,106
2025-11-25,Product C,East,6891,395,80
2025-11-25,Product C,West,6553,464,122
2025-11-25,Product C,Central,11576,175,41
2025-11-25,Product D,North,9191,259,52
2025-11-25,Product D,South,8237,280,56
2025-11-25,Product D,East,9404,318,60
2025-11-25,Product D,West,9209,141,27
2025-11-25,Product D,Central,7583,242,47
2025-11-25,Product E,North,4521,275,34
2025-11-25,Product E,South,6176,201,20
2025-11-25,Product E,East,3214,271,33
2025-11-25,Product E,West,4665,450,49
2025-11-25,Product E,Central,4051,192,18
2025-11-27,Product A,North,26806,351,120
2025-11-27,Product A,South,18675,170,64
2025-11-27,Product A,East,19988,368,111
2025-11-27,Product A,West,15425,445,132
2025-11-27,Product A,Central,19068,393,130
2025-11-27,Product B,North,24212,220,58
2025-11-27,Product B,South,21478,351,98
2025-11-27,Product B,East,17457,380,127
2025-11-27,Product B,West,7579,127,41
2025-11-27,Product B,Central,7772,306,85
2025-11-27,Product C,North,16772,346,87
2025-11-27,Product C,South,7683,116,29
2025-11-27,Product C,East,8561,131,25
2025-11-27,Product C,West,7822,242,56
2025-11-27,Product C,Central,7660,450,81
2025-11-27,Product D,North,13139,487,71
2025-11-27,Product D,South,10795,120,23
2025-11-27,Product D,East,5766,157,24
2025-11-27,Product D,West,6637,193,38
2025-11-27,Product D,Central,5772,210,31
2025-11-27,Product E,North,8071,347,44
2025-11-27,Product E,South,4133,300,42
2025-11-27,Product E,East,7059,226,24
2025-11-27,Product E,West,5135,374,40
2025-11-27,Product E,Central,6345,213,26
